,2021 Demand,Annual Surplus,Output/Cap,Market Surplus
2344,14252,-490,0.5573753207043194,1607.0
2345,14577,-625,0.5730522390735363,1406.0
2346,14885,-433,0.5622844279853321,602.0
2347,15161,-611,0.5722214054689797,408.0
2348,14337,-343,0.5597327555074034,1162.0
2349,13321,-116,0.5522947123427159,1866.0
2350,12421,-53,0.5273812991552578,2063.0
2351,11869,-58,0.492142779013381,1629.0
2352,11465,-8,0.5135093994976787,2029.0
2353,11391,-195,0.49801639777836554,1790.0
2354,11231,-177,0.4855246381159529,1716.0
2355,11182,-204,0.484030219163737,1760.0
2356,11614,-214,0.5015961242347993,1742.0
2357,12612,-229,0.5339561758967432,1619.0
2358,13588,-392,0.5623057682104147,1249.0
2359,14311,-539,0.6026983641645008,1458.0
2360,14369,-624,0.6047697557608988,1404.0
2361,14129,-922,0.6104131339602281,1710.0
2362,14043,-891,0.6099006851951652,1801.0
2363,14040,-746,0.6021242454344006,1720.0
2364,14125,-979,0.5978646329837941,1554.0
2365,13884,-815,0.5886915852313777,1598.0
2366,13737,-864,0.5772424937056104,1624.0
2367,13796,-633,0.5763651242374647,1699.0
2368,14186,-577,0.5947284166635642,1789.0
2369,14201,-317,0.5972211930344572,1918.0
2370,14374,-164,0.5968855589833995,1878.0
2371,14484,-30,0.5958779404267716,1880.0
2372,13980,16,0.5748663101604278,1930.0
2373,13157,151,0.5663170205767333,2338.0
2374,12327,214,0.528351264902588,2209.0
2375,11573,395,0.5069299689157067,2289.0
2376,11134,401,0.4939895917320237,2345.0
2377,10994,284,0.48822047710771965,2186.0
2378,10995,132,0.4850791032466072,1944.0
2379,10976,119,0.49429905111723293,1943.0
2380,11141,100,0.5142644115684967,1964.0
2381,11776,-239,0.5469119474169372,1870.0
2382,11892,33,0.5605974969721437,1994.0
2383,12238,49,0.5644054723338611,1665.0
2384,12501,-192,0.5628032125239513,1304.0
2385,12448,-256,0.5682218490148692,1424.0
2386,12456,-467,0.5653959907985541,1308.0
2387,12481,-452,0.5311627541189886,1027.0
2388,12283,-448,0.5265084425552014,1094.0
2389,12156,-402,0.5165539477823214,981.0
2390,12425,-583,0.5333594208569752,1205.0
2391,12802,-453,0.5479594991497914,1377.0
2392,13395,-414,0.5473792629892424,954.0
2393,13615,-261,0.5611050058736595,1192.0
2394,13718,-9,0.5681655960028551,1406.0
2395,13854,320,0.5564848890375822,1116.0
2396,13258,642,0.5657433578292821,1754.0
2397,12660,568,0.5469984055767734,2092.0
2398,11848,557,0.5136212624584717,2066.0
2399,11248,670,0.48925619834710743,2072.0
2400,10800,675,0.4668423364075538,1956.0
2401,10593,739,0.46171906526284895,1993.0
2402,10498,796,0.4561867990439419,1908.0
2403,10513,879,0.45521590029130865,1832.0
2404,10625,848,0.46796152423233445,2024.0
2405,10864,950,0.4802898012260821,2063.0
2406,11247,828,0.5082293500727245,2031.0
2407,11846,253,0.5235092845334666,1771.0
2408,12594,-738,0.5478499401151334,1586.0
2409,13106,-1323,0.5736510437179992,1459.0
2410,13337,-1472,0.5737413702612136,874.0
2411,13437,-1407,0.5570012890750886,390.0
2412,13347,-1429,0.5516964464966874,393.0
2413,13238,-1399,0.5429587595907929,349.0
2414,13389,-1364,0.5609054976643909,660.0
2415,13797,-1360,0.5866150961087669,1218.0
2416,14552,-1591,0.6130574496433889,1092.0
2417,14665,-1311,0.6153785395521504,917.0
2418,14552,-982,0.5959855479727018,294.0
2419,14381,-426,0.568608570052961,-209.0
2420,13741,-289,0.5570763537977957,260.0
2421,13077,-425,0.5544200103392055,865.0
2422,12338,-409,0.5355902076432092,920.0
2423,11777,-438,0.5303145968098357,1422.0
2424,11513,-507,0.5196625828479614,1424.0
2425,11266,-456,0.5210634939905305,1610.0
2426,11359,-711,0.5239370334307043,1555.0
2427,11501,-937,0.5218061584648465,1361.0
2428,11799,-846,0.5078618900956395,733.0
2429,13010,-1699,0.5264286870649183,-3.0
2430,13812,-2052,0.5594394264652274,0.0
2431,14539,-2454,0.5913262774929717,-236.0
2432,15079,-2600,0.6188962727535394,-85.0
2433,15335,-2426,0.6369815338001065,222.0
2434,15468,-2196,0.627156053298455,-124.0
2435,15392,-2070,0.6155828220858895,-341.0
2436,15039,-2074,0.6181511776069711,0.0
2437,14833,-1995,0.6197177320095183,272.0
2438,14840,-2162,0.6256151624842397,542.0
2439,15015,-1887,0.6212903225806452,393.0
2440,15499,-1925,0.6346845572485147,205.0
2441,15553,-1838,0.6386691012375736,187.0
2442,15587,-2238,0.6465383039737812,195.0
2443,15572,-2094,0.6383880793611592,-63.0
2444,14764,-1835,0.6161127730197107,271.0
2445,13911,-1751,0.5899289389855428,534.0
2446,13106,-1656,0.5784341608093284,1131.0
2447,12609,-1566,0.5564208647683946,1109.0
2448,12003,-1141,0.5406788682799001,1202.0
2449,11789,-1165,0.5270648339618051,1210.0
2450,11772,-1194,0.5340218712029161,1413.0
2451,11917,-1134,0.5410417674568618,1503.0
2452,12305,-1216,0.5338520776512113,1005.0
2453,13296,-1374,0.5662742577042067,798.0
2454,14131,-1443,0.5998052580331061,653.0
2455,14705,-1336,0.6262113901604189,480.0
2456,14482,-815,0.6137657836098044,392.0
2457,14332,-371,0.6079093717816684,425.0
2458,14510,-664,0.6061027486910995,308.0
2459,14294,-336,0.5991415961452808,503.0
2460,13831,32,0.5768983527521093,528.0
2461,13569,168,0.5802706381615822,925.0
2462,13599,173,0.5804641165465908,984.0
2463,13804,364,0.5879647982240546,1028.0
2464,14340,134,0.6006113294430551,790.0
2465,14611,-160,0.6062599681020734,594.0
2466,14944,-443,0.6143832864604258,348.0
2467,15242,-583,0.6201252778339058,103.0
2468,14662,-525,0.6131132953120576,496.0
2469,13804,-277,0.6096119354312735,1151.0
2470,12995,-359,0.5736434108527132,1065.0
2471,12170,-148,0.5550597609561753,1762.0
2472,11727,-38,0.5228223806571606,1766.0
2473,11594,32,0.5288708797631108,1980.0
2474,11680,25,0.5351645276078525,1705.0
2475,11959,-1,0.5400611374788834,1468.0
2476,12447,-281,0.5536046605712436,1237.0
2477,13434,-458,0.5623252987644318,447.0
2478,14157,-563,0.5810336381450033,76.0
2479,14444,-829,0.6029411764705882,275.0
2480,14076,-770,0.6045921499611182,696.0
2481,13370,-209,0.6025708823170484,1443.0
2482,13205,-126,0.600008042464211,1716.0
2483,13246,33,0.598512422851717,1882.0
2484,13282,-104,0.5826243072359691,1646.0
2485,13100,119,0.574832840926761,1687.0
2486,13319,3,0.5762626065963163,1480.0
2487,13770,-147,0.5797942803709187,1111.0
2488,14650,-374,0.6229198630945356,1184.0
2489,14662,-184,0.6206433256935114,1044.0
2490,14770,-15,0.6140882106856846,643.0
2491,14998,24,0.5993630573248407,58.0
2492,14529,257,0.5753562111178006,-194.0
2493,13769,224,0.5659151087218166,337.0
2494,13025,311,0.5552112676056338,772.0
2495,12622,223,0.563337937758999,1244.0
2496,12297,63,0.5523825199572052,1127.0
2497,12128,20,0.5392749244712991,1081.0
2498,12042,28,0.541127484998163,1214.0
2499,12140,33,0.5355224609375,1021.0
2500,12523,51,0.5383581177429212,691.0
2501,13338,-43,0.5446214003502913,33.0
2502,14302,-454,0.5988215074883378,332.0
2503,14902,-872,0.6323577368335236,611.0
2504,15335,-1427,0.6442518026411731,569.0
2505,15388,-1637,0.6409924836337186,474.0
2506,15409,-1382,0.6304260288314407,247.0
2507,15509,-1327,0.6342948717948718,323.0
2508,15207,-1023,0.6157749630399169,204.0
2509,14923,-869,0.5927430597044648,-41.0
2510,14937,-1089,0.5960885025681549,150.0
2511,15117,-939,0.6205608961627076,505.0
2512,15554,-688,0.6364890430395712,595.0
2513,15538,-611,0.6260114466153542,322.0
2514,15714,-561,0.636621270566008,460.0
2515,15775,-425,0.6333923303834809,329.0
2516,15079,-96,0.6044852191641182,339.0
2517,14237,195,0.5873347251217815,955.0
2518,13345,346,0.5648284980944233,1179.0
2519,12631,238,0.5633896709932944,1736.0
2520,12198,276,0.5450125533017176,1478.0
2521,11904,314,0.5354650475101526,1677.0
2522,11846,289,0.5229480099028756,1884.0
2523,12012,267,0.5171361855980717,1719.0
2524,12585,138,0.5321031820749388,1545.0
2525,13566,-125,0.5486197183098591,1041.0
2526,14246,-199,0.5888826501965189,1486.0
2527,14934,-805,0.6149643973929096,1389.0
2528,15191,-1621,0.6170212765957447,1310.0
2529,15223,-1905,0.6146565000187808,1141.0
2530,15206,-1431,0.6107509047044632,996.0
2531,15061,-995,0.6030213069783172,986.0
2532,15005,-1092,0.5936078210189886,782.0
2533,14898,-1016,0.5869262865090403,716.0
2534,14790,-1111,0.5857805255023184,749.0
2535,15074,-1196,0.5935488755962747,604.0
2536,15551,-1149,0.6208787025051398,757.0
2537,15629,-1073,0.6368366285119667,895.0
2538,15778,-895,0.6229444314550697,208.0
2539,15811,-471,0.6301143733050348,221.0
2540,15144,-155,0.622546115258522,617.0
2541,14338,-243,0.6024614649300992,788.0
2542,13292,5,0.5873382812183153,1190.0
2543,12573,189,0.55234375,860.0
2544,12131,319,0.5365813513291087,909.0
2545,11910,326,0.52582648767782,1212.0
2546,11843,264,0.5280153464950843,1369.0
2547,11924,254,0.5450282204515272,1209.0
2548,12030,522,0.5384078498994129,1084.0
2549,12442,933,0.5350424572380449,727.0
2550,12968,1016,0.5611299161831077,957.0
2551,13565,640,0.5929374773249486,1144.0
2552,13701,357,0.5951815951413747,1097.0
2553,13558,638,0.5830519376105483,946.0
2554,13685,332,0.5777920462297845,713.0
2555,13608,401,0.5703665214437028,662.0
2556,13305,491,0.5633332006844681,851.0
2557,13020,538,0.5449542737242171,745.0
2558,12927,529,0.5554809666719318,1140.0
2559,13142,775,0.5616454595748044,1071.0
2560,13729,916,0.5733634311512416,749.0
2561,14031,908,0.5841970977515548,623.0
2562,14167,806,0.587390263367917,553.0
2563,14350,755,0.6044288672932929,826.0
2564,13988,750,0.5930710042658374,888.0
2565,13396,614,0.5704082039822832,899.0
2566,12599,613,0.5608248245054244,1462.0
2567,12029,519,0.5446496231005464,1627.0
2568,11619,545,0.5326277955271566,1718.0
2569,11433,513,0.5203637959232518,1612.0
2570,11354,468,0.5158324004477851,1548.0
2571,11406,451,0.5174562594870975,1548.0
2572,11667,375,0.5249619360525684,1435.0
2573,11997,382,0.536175503328788,1372.0
2574,12219,260,0.5341122804209515,1129.0
2575,12590,-195,0.5484981978374048,1106.0
2576,12621,-510,0.5531189865298268,1176.0
2577,12427,-414,0.5541274149768481,1455.0
2578,12308,-300,0.5488530835780617,1522.0
2579,12504,-460,0.5496062368910523,1384.0
2580,12483,-587,0.5389431406520712,1204.0
2581,12506,-715,0.536010646625959,1188.0
2582,12537,-723,0.5457213287944594,1410.0
2583,13133,-1111,0.545009047044632,1325.0
2584,13922,-1265,0.5761922930179321,1180.0
2585,14118,-1070,0.5760324199150907,807.0
2586,14087,-756,0.5777554101660796,837.0
2587,14254,-502,0.5648005544432466,415.0
2588,13888,-439,0.5489795918367347,369.0
2589,13310,-449,0.5499479508038709,954.0
2590,12596,-479,0.5387555006562187,1361.0
2591,11999,-507,0.5108724832214765,1322.0
2592,11602,-516,0.5034047060603768,1705.0
2593,11455,-646,0.5052765989409246,1999.0
2594,11408,-749,0.4998498611215374,1909.0
2595,11939,-1257,0.5163460093191041,1802.0
2596,12248,-1451,0.5248610485203545,1728.0
2597,13331,-2298,0.5371059256754218,963.0
2598,14010,-2769,0.5524399399399399,707.0
2599,14199,-2618,0.577811263891505,1139.0
2600,13998,-1939,0.579272863568216,1457.0
2601,13435,-904,0.5620247502609215,1643.0
2602,13289,113,0.5566117062113844,1936.0
2603,13340,114,0.5575298255792871,2035.0
2604,13349,-373,0.5486570102657854,2257.0
2605,13487,-754,0.5559791904218928,2116.0
2606,13519,-819,0.5559128884538749,2384.0
2607,14051,-836,0.5712991357680512,2343.0
2608,14793,-1066,0.5853344917463076,2050.0
2609,14947,-1334,0.5938671806553355,1999.0
2610,15059,-1460,0.5986187356118293,1843.0
2611,15302,-1360,0.6069037132524081,1647.0
2612,14837,-1127,0.5924945612762872,1504.0
2613,13955,-747,0.5652612976521081,1718.0
2614,12926,-136,0.5320055879929791,1926.0
2615,12474,-117,0.5256192370276622,2062.0
2616,12131,-45,0.48577925485394435,1755.0
2617,11847,80,0.47140557188856225,1622.0
2618,11819,132,0.46484293738298316,1588.0
2619,11970,128,0.47280945757997217,1628.0
2620,12394,101,0.4778644020604204,1336.0
2621,13514,-502,0.4901823771923695,516.0
2622,14438,-1010,0.5187651119599117,366.0
2623,15156,-1671,0.5659458133258561,991.0
2624,14851,-1712,0.5774973338073232,1394.0
2625,14961,-1892,0.5668837143463797,1058.0
2626,15173,-1981,0.5733579755473415,959.0
2627,15307,-2136,0.5944023448670289,1322.0
2628,15230,-2226,0.5752773375594294,742.0
2629,15044,-2349,0.5517266264929817,246.0
2630,15391,-2780,0.5822925545713968,321.0
2631,15983,-3106,0.610095865787897,309.0
2632,16592,-2919,0.6148727836376696,-328.0
2633,16644,-2665,0.6134071810542399,-585.0
2634,16320,-2064,0.6010418262601501,-628.0
2635,16330,-1794,0.6071993518268451,-592.0
2636,15670,-1680,0.5830782938829272,-619.0
2637,14755,-1468,0.5702696438229159,7.0
2638,13860,-1392,0.5515562307662343,299.0
2639,13349,-1594,0.5294663573085847,343.0
2640,12977,-1588,0.5396807033780657,1018.0
2641,12867,-1613,0.5354796573053133,1071.0
2642,12837,-1702,0.5341877091572863,1210.0
2643,12998,-1768,0.5339236387028418,1112.0
2644,13554,-1985,0.524115999091391,290.0
2645,14520,-2083,0.5438676208868188,-157.0
2646,15262,-2133,0.5966339094092398,584.0
2647,16031,-2380,0.6262936853157343,671.0
2648,16162,-2536,0.6301114548775487,742.0
2649,16132,-2510,0.6369679344336594,733.0
2650,16008,-2296,0.6399205257527129,740.0
2651,15769,-1994,0.6200975757346545,627.0
2652,15377,-1703,0.5994809688581315,562.0
2653,15078,-1431,0.5989630297565374,864.0
2654,14889,-1263,0.6111237058867982,1285.0
2655,15151,-1046,0.6265051202220638,1551.0
2656,15973,-1233,0.6512205213074058,1341.0
2657,16017,-1245,0.6561079056971457,1154.0
2658,16229,-1238,0.6471631889536005,550.0
2659,16552,-1341,0.639682416128279,-116.0
2660,16173,-1165,0.6470009445843828,266.0
2661,15212,-904,0.614226437462952,331.0
2662,14292,-803,0.5710196078431372,269.0
2663,13672,-718,0.5641304770421057,838.0
2664,13156,-639,0.5431306219727838,973.0
2665,12909,-662,0.5377344279581231,1370.0
2666,12875,-688,0.5385737257395011,1527.0
2667,12967,-654,0.5235551598783292,1147.0
2668,13309,-572,0.5349110254999083,1270.0
2669,14304,-890,0.5736915613054984,1305.0
2670,15203,-1296,0.6041674404784013,1063.0
2671,15806,-1748,0.6268741053266029,835.0
2672,15442,-1778,0.5871296709840703,333.0
2673,14747,-1271,0.5837881103107037,1299.0
2674,14997,-1443,0.5721764875794338,850.0
2675,14968,-1294,0.5679288888888889,1005.0
2676,14765,-1185,0.5542800453514739,879.0
2677,14460,-1028,0.5438361947649873,998.0
2678,14615,-1374,0.5515871620909059,1076.0
2679,14899,-1316,0.5576392328922227,861.0
2680,15551,-1430,0.5913676731793961,1096.0
2681,15444,-984,0.5858199530939924,792.0
2682,15836,-1092,0.5868843998820407,85.0
2683,16401,-1302,0.6073045578025958,-305.0
2684,15842,-853,0.6213588502036738,327.0
2685,14745,-526,0.5925655976676385,702.0
2686,13879,-532,0.5508774544506129,906.0
2687,13227,-523,0.5439982282592647,1511.0
2688,12810,-309,0.5415181032898364,1922.0
2689,12619,-318,0.5471570397111913,1931.0
2690,12560,-378,0.5352777574471199,2067.0
2691,12718,-446,0.5283249900961573,1952.0
2692,13230,-686,0.543230964928221,1717.0
2693,14334,-1186,0.5657774362352253,1127.0
2694,14608,-944,0.5631611472608964,884.0
2695,14478,-635,0.5577027663971574,904.0
2696,14035,-311,0.5668306907235283,1516.0
2697,13645,-7,0.5512959745149145,1584.0
2698,13484,112,0.5485623234591149,1664.0
2699,13508,377,0.5596211795092553,2092.0
2700,13047,683,0.5258094291394491,1764.0
2701,12713,534,0.5238564044864807,2186.0
2702,12578,519,0.5213832973462422,2393.0
2703,12927,611,0.5345594882136152,2448.0
2704,13593,765,0.5443619409428423,2169.0
2705,14002,710,0.552794598733208,1882.0
2706,14340,563,0.5571478626489138,1561.0
2707,14566,532,0.5691906005221932,1784.0
2708,14443,138,0.5540159454096021,1470.0
2709,13526,147,0.5373568313180384,1628.0
2710,12797,69,0.5216104829335306,2011.0
2711,12068,143,0.5134190267674271,2471.0
2712,11715,171,0.49019400725326573,2207.0
2713,11560,195,0.4958594730238394,2272.0
2714,11473,280,0.48662401861006105,1915.0
2715,11689,56,0.4942419825072886,1873.0
2716,11837,183,0.5045008485206227,1838.0
2717,12164,637,0.5139167969040709,1647.0
2718,12550,849,0.5190654205607477,1335.0
2719,12699,1220,0.5321798006394584,1449.0
2720,12748,1423,0.5324812030075188,1416.0
2721,12518,1641,0.5271627524922525,1601.0
2722,12330,1584,0.5195348664963152,1699.0
2723,12424,1414,0.5185294334340235,1652.0
2724,12379,1280,0.5109876046656184,1596.0
2725,12444,1103,0.5254070799803544,1463.0
2726,12581,851,0.5233620268390783,1342.0
2727,13092,685,0.5471192328022352,1399.0
2728,13548,638,0.559457422758101,1300.0
2729,13909,401,0.5546697038724373,1188.0
2730,13981,396,0.5545434429856911,1056.0
2731,13863,625,0.5529122832740735,1221.0
2732,13687,544,0.5532473212333261,1493.0
2733,13091,390,0.5433466632424698,1719.0
2734,12345,380,0.5271812942774291,2017.0
2735,11747,334,0.5057740953917219,2049.0
2736,11312,448,0.4954319245339078,2028.0
2737,11112,324,0.488079056610705,2174.0
2738,10954,410,0.48337838825162566,2278.0
2739,11063,395,0.48290877422164163,2245.0
2740,11221,355,0.4716704772792226,1982.0
2741,11362,380,0.47307814205725957,2072.0
2742,11720,186,0.4928878712184291,2487.0
2743,12267,-463,0.5060778792665339,2471.0
2744,12726,-1270,0.5142249670952719,2511.0
2745,13010,-1668,0.5090903102562414,2447.0
2746,13131,-1795,0.5198975571315997,2703.0
2747,13088,-1717,0.5136638847979054,2607.0
2748,12785,-1554,0.5023573402698748,2665.0
2749,12665,-1594,0.5030790173073183,2857.0
2750,12831,-1786,0.502197480222678,2595.0
2751,13193,-1714,0.5098865478119935,2537.0
2752,13856,-1653,0.5259360374414976,2326.0
2753,14243,-1426,0.5264227642276422,1815.0
2754,14474,-1415,0.5440548326214364,1957.0
2755,14929,-1515,0.5559316353887399,1660.0
2756,14655,-1542,0.5442109908013985,1378.0
2757,14191,-1729,0.5374754471208518,1406.0
2758,13306,-1636,0.5214380639294957,1604.0
2759,12584,-1533,0.5049354325137095,1688.0
2760,12368,-1680,0.5051472945534855,1813.0
2761,12274,-1828,0.5022298333868493,1803.0
2762,12318,-1939,0.5019776930477854,1769.0
2763,12546,-2131,0.5025138170796933,1547.0
2764,13126,-2662,0.4992496248124062,846.0
2765,13767,-3180,0.5188053097345132,772.0
2766,14556,-3617,0.5391251431844215,505.0
2767,14805,-3381,0.5529474621549422,719.0
2768,14552,-2716,0.5553820491890549,1097.0
2769,13997,-2011,0.543747988700969,1210.0
2770,13941,-1746,0.5384206045125586,1236.0
2771,14185,-1847,0.5487626325750813,1182.0
2772,13903,-1680,0.5301757882001281,996.0
2773,13634,-1484,0.5141238887295669,708.0
2774,13753,-1546,0.5194601156894951,795.0
2775,14134,-1523,0.5263007534906974,604.0
2776,14880,-1636,0.5583913105210848,851.0
2777,15113,-1714,0.5604538887126899,791.0
2778,15274,-1708,0.5707862010819925,974.0
2779,15368,-1567,0.569246224192878,1065.0
2780,14908,-1340,0.5500777873811582,1003.0
2781,14196,-1280,0.5452416733652535,1405.0
2782,13334,-1089,0.5364723777916062,2184.0
2783,12761,-1060,0.5182287275302688,2605.0
2784,12417,-1120,0.5010438413361169,2703.0
2785,12055,-892,0.48672566371681414,2795.0
2786,11882,-770,0.47965507065805435,2747.0
2787,12011,-757,0.4847755882159098,2700.0
2788,12674,-1129,0.5048562999303875,2556.0
2789,13575,-1408,0.5185963507788786,1972.0
2790,14416,-1640,0.5474965533474562,1866.0
2791,14856,-1786,0.5620835033319733,1676.0
2792,14836,-2034,0.5550946242457487,1355.0
2793,14501,-1929,0.5528933092224232,1398.0
2794,14107,-1656,0.5300223174749371,855.0
2795,13806,-1415,0.5134258932976249,764.0
2796,13439,-1085,0.5190920288579975,1311.0
2797,13315,-1102,0.5198104930689594,1497.0
2798,13415,-1139,0.5275139664804469,1693.0
2799,13792,-1125,0.5335153488046483,1450.0
2800,14464,-1291,0.5555711725640395,1347.0
2801,14812,-1412,0.5622568093385214,1083.0
2802,15116,-1451,0.5848437277008706,1276.0
2803,15202,-1229,0.5795611640849314,1148.0
2804,14643,-867,0.560593279910024,1307.0
2805,13761,-619,0.5357477690197576,1668.0
2806,12750,-407,0.5188949970611624,2258.0
2807,12202,-769,0.5284917384550205,2767.0
2808,11939,-828,0.5034202125793664,2412.0
2809,11673,-810,0.4825511015806039,2279.0
2810,11553,-720,0.4709770213348858,2200.0
2811,11642,-810,0.48289496303936735,2403.0
2812,12131,-906,0.49057185957213384,2178.0
2813,12954,-967,0.5059466848940534,1850.0
2814,13527,-757,0.518742939303687,1626.0
2815,14095,-898,0.536312656964943,1494.0
2816,14509,-1291,0.5615363244895124,1661.0
2817,14725,-1324,0.5630793894193908,1432.0
2818,15228,-1716,0.5758201021193258,1237.0
2819,15453,-1795,0.5690640670477259,775.0
2820,14927,-1886,0.5288803722967425,529.0
2821,14274,-1563,0.4951976544333232,420.0
2822,14189,-1444,0.510061919504644,968.0
2823,14526,-1447,0.5369138902083191,1299.0
2824,15121,-1548,0.5648459479860015,1342.0
2825,15250,-1591,0.5686802616390919,1008.0
2826,15187,-1514,0.5738943964001969,1138.0
2827,15263,-1390,0.5751505122698306,1073.0
2828,14762,-1227,0.5560135015100373,887.0
2829,13893,-1223,0.5397391554979104,1088.0
2830,13046,-1138,0.5199185394262031,1506.0
2831,12369,-1078,0.5051853446729107,1709.0
2832,12047,-1031,0.49650324310613475,1655.0
2833,11882,-1149,0.49516489860720214,1841.0
2834,11819,-1190,0.48758750090207115,1694.0
2835,11917,-1180,0.5013732292570107,1957.0
2836,12376,-1316,0.5100955275727312,1721.0
2837,13265,-1633,0.5229185479501535,1212.0
2838,13992,-1702,0.5446544510171692,1108.0
2839,14984,-2066,0.578379942838537,1003.0
2840,15048,-1881,0.5731376730400839,809.0
2841,15225,-1774,0.5707721253346841,550.0
2842,15501,-1899,0.572704266088214,340.0
2843,15381,-1612,0.5653912050256996,459.0
2844,15189,-1536,0.5529847792450794,179.0
2845,15081,-1405,0.558702441794435,661.0
2846,15149,-1537,0.5669559717488316,986.0
2847,15310,-1398,0.5749637129606684,931.0
2848,15483,-849,0.5625597281704597,411.0
2849,15474,-1239,0.5572505511699025,197.0
2850,15488,-1459,0.5677875728707522,485.0
2851,15405,-1312,0.5517350601816006,272.0
2852,14677,-1035,0.5351688535168854,251.0
2853,13778,-909,0.5164422942083859,953.0
2854,12796,-656,0.5002435460301997,1582.0
2855,12116,-525,0.4843102628540379,2145.0
2856,11757,-686,0.46457353928811285,2078.0
2857,11545,-679,0.4431395966029724,1813.0
2858,11429,-580,0.43610708162996176,1799.0
2859,11545,-707,0.43722986247544204,1808.0
2860,11880,-826,0.4429521534189966,1840.0
2861,12775,-1069,0.4825689247105482,2313.0
2862,13724,-1132,0.5131755676367125,2323.0
2863,14381,-970,0.5295035009548058,2256.0
2864,14401,-562,0.5353401069857247,2512.0
2865,14400,-160,0.5277184160905091,2392.0
2866,14495,-17,0.528433863429629,2352.0
2867,14463,102,0.5240703643420559,2280.0
2868,14041,119,0.5084041489627593,2232.0
2869,13740,114,0.5067079463364293,2463.0
2870,13923,-166,0.5188230879869927,2670.0
2871,14150,-276,0.5382636043076336,2794.0
2872,14344,-250,0.5420114576702737,2686.0
2873,14421,-390,0.5372776908585842,2406.0
2874,14544,-553,0.5504448655767192,2593.0
2875,14919,-798,0.5639476670449236,1978.0
2876,14659,-813,0.5593444177305205,1859.0
2877,13920,-919,0.5754366077438096,2324.0
2878,13149,-1043,0.5625201706888514,2538.0
2879,12501,-1097,0.5365014278392033,2153.0
2880,12208,-1191,0.5262388005119766,2182.0
2881,11992,-1328,0.5236662508255668,2280.0
2882,11942,-1388,0.5303369111508647,2288.0
2883,12073,-1372,0.5451843950015239,2237.0
2884,12319,-1389,0.5480487428659572,1893.0
2885,12559,-1048,0.5536587258477536,1711.0
2886,12933,-769,0.562827020695041,1481.0
2887,12915,-245,0.5683238250475414,1729.0
2888,12818,107,0.5725790913644946,2041.0
2889,12624,352,0.5756383582371856,2593.0
2890,12724,78,0.5622708587934674,2459.0
2891,12591,135,0.5542020603650822,2741.0
2892,12354,65,0.5263102095628512,2539.0
2893,12132,-67,0.5048323505809288,2337.0
2894,11989,-310,0.4922186406017122,2212.0
2895,12669,-894,0.5183188165353242,2327.0
2896,13696,-1282,0.5519281779228729,2534.0
2897,14121,-1244,0.5635708154506438,2293.0
2898,14251,-1005,0.5746096308296853,2419.0
2899,14137,-549,0.5774774774774775,2529.0
2900,13584,-167,0.5537442514928959,2551.0
2901,13095,-210,0.5382401315789473,2613.0
2902,12324,-196,0.5137064239164166,2574.0
2903,11693,-195,0.48450109098465693,2296.0
2904,11324,-420,0.47033179946718334,2270.0
2905,11049,-399,0.47137953749609957,2547.0
2906,11122,-620,0.4610092544089401,2079.0
2907,11050,-590,0.4632453946673242,2102.0
2908,11212,-684,0.4640723853956809,1918.0
2909,11218,-580,0.47460694892997835,2155.0
2910,11541,-698,0.4961970959641908,2094.0
2911,12217,-1251,0.5238516552385165,1993.0
2912,12826,-1741,0.5388856001183957,1739.0
2913,12917,-1639,0.5496649513161305,1930.0
2914,13005,-1395,0.5538855488755289,1920.0
2915,13002,-1165,0.5576915926077418,1996.0
2916,12575,-1103,0.5439311930006673,2097.0
2917,12264,-671,0.535788458685655,2183.0
2918,12364,-425,0.5474603879757145,2424.0
2919,12724,-217,0.5588463959127763,2371.0
2920,13486,-312,0.5741502650209422,2004.0
2921,13745,-420,0.5743288218327047,1786.0
2922,13759,-477,0.5740318906605922,1865.0
2923,14017,-735,0.5832879991295833,2066.0
2924,13641,-917,0.5760936314705776,2307.0
2925,13087,-1053,0.5633332135542061,2590.0
2926,12266,-892,0.5262593783494105,2464.0
2927,11678,-732,0.5131164742917104,2503.0
2928,11260,-606,0.49387078165561005,2438.0
2929,11044,-639,0.49348675640468953,2594.0
2930,10984,-582,0.4894708128750682,2474.0
2931,11081,-685,0.5041111838754275,2775.0
2932,11668,-1304,0.5127175368139224,2503.0
2933,12577,-2248,0.5187920444574436,1613.0
2934,13495,-3074,0.5532321487633678,1559.0
2935,14463,-3857,0.6101270696958029,1382.0
2936,14804,-4161,0.6143910719163382,941.0
2937,14826,-4027,0.6146584142901912,865.0
2938,14962,-3977,0.6285599679101485,708.0
2939,15299,-4352,0.6307871767024658,383.0
2940,14982,-4206,0.6338941321296676,466.0
2941,14802,-4119,0.615237863289495,355.0
2942,14982,-4231,0.6089196586701014,146.0
2943,15354,-4170,0.6092305250208342,-2.0
2944,15882,-3670,0.6327350869513312,18.0
2945,15646,-2976,0.615657683792656,483.0
2946,15406,-2641,0.6145559742682045,739.0
2947,15379,-2471,0.607010651960414,691.0
2948,14511,-1702,0.5717197644571946,635.0
2949,13817,-1628,0.5474142830081454,632.0
2950,12947,-1607,0.5304334635367287,1040.0
2951,12440,-1759,0.5279268989149057,1426.0
2952,11962,-1495,0.5076382523678582,1330.0
2953,11935,-1546,0.5043418120341198,1191.0
2954,11829,-1370,0.5084099919171703,1380.0
2955,11870,-1358,0.5150900814749646,1596.0
